,name,salary_from,salary_to,salary_currency,area_name,published_at
312,Программист Python,80000.0,130000.0,RUR,Санкт-Петербург,2022-12-12T06:50:29+0300
313,Системный администратор,32000.0,38000.0,RUR,Новая Усмань,2022-12-12T09:36:31+0300
314,Программист PHP,50000.0,150000.0,RUR,Кемерово,2022-12-12T06:14:11+0300
315,Инженер мониторинга сети,40000.0,,RUR,Новосибирск,2022-12-12T06:34:10+0300
316,Системный администратор/Специалист технической поддержки,70000.0,90000.0,RUR,Зеленоград,2022-12-12T09:21:14+0300
317,ИТ-специалист,30000.0,,RUR,Новосибирск,2022-12-12T06:57:43+0300
318,Product Owner (Recommerce),,,,Москва,2022-12-12T08:41:19+0300
319,QA в группу тестирования API платформы VK Mini Apps,,,,Санкт-Петербург,2022-12-12T11:47:32+0300
320,Дизайнер,100000.0,,RUR,Казань,2022-12-12T11:33:51+0300
321,Data Analyst (CRM Stream),,,,Минск,2022-12-12T11:47:20+0300
322,Аналитик (middle),,,,Новосибирск,2022-12-12T10:01:56+0300
323,Механик по выпуску автотранспорта,80000.0,,RUR,Подольск (Московская область),2022-12-12T11:39:22+0300
324,Координатор проекта,,,,Москва,2022-12-12T10:34:30+0300
325,Начальник участка эксплуатации средств автоматики и телемеханики,350000.0,360000.0,KZT,Петропавловск,2022-12-12T08:15:57+0300
326,Разработчик программного обеспечения для беспилотных транспортных средств,,,,Москва,2022-12-12T10:27:52+0300
327,Руководитель строительных проектов,160000.0,,RUR,Москва,2022-12-12T11:43:16+0300
328,Системный программист C++ / Go,140000.0,180000.0,RUR,Саратов,2022-12-12T08:42:01+0300
329,Аналитик,,,,Астана,2022-12-12T08:56:55+0300
330,Инженер по обслуживанию АГЗС,40000.0,,RUR,Самара,2022-12-12T08:55:30+0300
331,Токарь,55000.0,,RUR,Альметьевск,2022-12-12T09:33:26+0300
332,Дизайнер,45000.0,45000.0,RUR,Воронеж,2022-12-12T11:02:18+0300
333,"Инженер-математик, разработчик средств криптографической защиты информации (криптограф)",200000.0,500000.0,RUR,Москва,2022-12-12T11:12:00+0300
334,Java разработчик,,,,Санкт-Петербург,2022-12-12T11:59:59+0300
335,Слесарь по ремонту технологической оснастки,61000.0,,RUR,Тверь,2022-12-12T10:14:43+0300
336,Java-разработчик,,,,Ульяновск,2022-12-12T11:46:49+0300
337,Системный архитектор,,320000.0,RUR,Москва,2022-12-12T10:04:56+0300
338,Строгальщик,55000.0,,RUR,Краснокамск,2022-12-12T10:13:36+0300
339,Оператор-наладчик фрезерных станков с ЧПУ,80000.0,105000.0,RUR,Москва,2022-12-12T11:08:31+0300
340,Инженер – программист,,,,Пермь,2022-12-30T13:58:07+0300
341,Техник по подключению,55000.0,,RUR,Челябинск,2022-12-12T08:29:52+0300
342,Менеджер 1С,25000.0,,RUR,Волгоград,2022-12-12T09:54:52+0300
343,Инженер внедрения,,,,Москва,2022-12-12T09:12:20+0300
344,Инженер-программист,100000.0,,RUR,Калуга,2022-12-12T11:46:23+0300
345,Специалист 1С,,,,Москва,2022-12-12T10:39:54+0300
346,Системный администратор,,,,Москва,2022-12-12T10:55:11+0300
347,Токарь,105000.0,210000.0,RUR,Тюмень,2022-12-12T10:09:41+0300
348,Аналитик Security Operations Center (L1),,,,Москва,2022-12-12T09:53:07+0300
349,Менеджер проектов,,,,Алматы,2022-12-12T11:11:14+0300
350,Маркетолог-аналитик,,,,Одинцово,2022-12-12T11:46:37+0300
351,Строгальщик,55000.0,,RUR,Альметьевск,2022-12-12T10:13:36+0300
352,Специалист развития технической поддержки,96000.0,,RUR,Москва,2022-12-12T11:15:01+0300
353,Сервисный инженер (обслуживание погрузочной и спецтехники),,,,Новокузнецк,2022-12-12T06:54:56+0300
354,Ведущий специалист по открытию новых объектов (IT),,,,Москва,2022-12-12T11:47:40+0300
355,CPO продуктов HR-tech,,,,Москва,2022-12-12T10:55:50+0300
356,Механик по транспорту,60000.0,80000.0,RUR,Нижневартовск,2022-12-12T08:27:01+0300
357,Скрам-мастер,,,,Минск,2022-12-12T09:50:14+0300
358,UI/UX Mobile Designer,,,,Минск,2022-12-12T11:13:21+0300
359,Наладчик оборудования оптического производства 4-6 разряда,2500.0,,BYR,Минск,2022-12-12T08:56:04+0300
360,Инженер технического обслуживания охранно-пожарных систем,80000.0,,RUR,Москва,2022-12-12T09:07:00+0300
361,Токарь-универсал,97000.0,113000.0,RUR,Новосибирск,2022-12-12T10:06:28+0300
362,Механик по транспорту,45000.0,,RUR,Челябинск,2022-12-12T10:10:20+0300
363,Продакт-менеджер по информационной безопасности,,,,Воронеж,2022-12-12T09:02:00+0300
364,Инженер технической поддержки (поддержка пользователей),,,,Москва,2022-12-12T09:27:22+0300
365,Java developer (middle+),,,,Москва,2022-12-12T11:51:20+0300
366,Аналитик данных (удаленно),,,,Санкт-Петербург,2022-12-12T09:55:24+0300
367,Монтажник интернет сетей,20280.0,20280.0,RUR,Орск,2022-12-12T06:44:16+0300
368,Электромонтер по испытаниям и измерениям 5 разряд,145000.0,,RUR,Усолье-Сибирское,2022-12-12T08:36:51+0300
369,Ведущий специалист по информационным системам,44000.0,50000.0,RUR,Тюмень,2022-12-12T07:50:41+0300
370,Оператор отдела по работе с системой спутникового мониторинга,35000.0,40000.0,RUR,Тула,2022-12-12T09:39:37+0300
371,Системный аналитик (Middle & Senior),,,,Москва,2022-12-12T08:49:17+0300
372,Механик по ремонту ДСТ,80000.0,150000.0,RUR,Москва,2022-12-12T11:35:35+0300
373,Преподаватель по дисциплинам / Методолог,50000.0,150000.0,RUR,Москва,2022-12-12T11:39:06+0300
374,Бизнес-аналитик (Отдел операционной эффективности),,,,Москва,2022-12-12T11:48:22+0300
375,Инженер-программист (ОГТ),75000.0,,RUR,Екатеринбург,2022-12-12T06:28:19+0300
376,DevOps Engineer,250000.0,,RUR,Новосибирск,2022-12-12T08:14:22+0300
377,Ведущий специалист по информационной безопасности,150000.0,,RUR,Москва,2022-12-12T11:12:00+0300
378,Специалист по информационной безопасности,40000.0,,RUR,Калуга,2022-12-12T10:44:17+0300
379,Программист 1С,100000.0,,RUR,Нижний Новгород,2022-12-12T09:11:52+0300
380,Системный аналитик,,,,Москва,2022-12-12T09:41:17+0300
381,Аналитик 1С,150000.0,160000.0,RUR,Москва,2022-12-12T11:48:00+0300
382,Системный администратор,60000.0,70000.0,RUR,Нижневартовск,2022-12-12T07:58:00+0300
383,Главный специалист отдела оптимизации сетевой инфраструктуры,,,,Москва,2022-12-12T09:55:04+0300
384,Системный администратор Windows,,,,Москва,2022-12-12T11:01:14+0300
385,Java developer (Middle+ / Senior),,,,Санкт-Петербург,2022-12-12T10:55:44+0300
386,Junior DevOps инженер,,,,Москва,2022-12-12T10:12:39+0300
387,Frontend-разработчик (Vue 3),180000.0,,RUR,Москва,2022-12-12T10:03:13+0300
388,Системный аналитик,120000.0,,RUR,Санкт-Петербург,2022-12-12T10:34:09+0300
389,BE разработчик,,,,Москва,2022-12-12T11:45:10+0300
390,Ведущий инженер-программист,130000.0,160000.0,RUR,Санкт-Петербург,2022-12-12T09:12:38+0300
391,Системный администратор Windows,,,,Казань,2022-12-12T09:00:39+0300
392,Редактор текста и ввода данных (удалённо),,50000.0,RUR,Москва,2022-12-12T06:26:41+0300
393,Маркетолог( младший продакт),70000.0,105000.0,RUR,Мытищи,2022-12-12T11:58:39+0300
394,Разработчик React Native,,,,Москва,2022-12-12T08:24:10+0300
395,Аналитик сопровождения печатных форм,45000.0,55000.0,RUR,Ярославль,2022-12-12T11:05:52+0300
396,Android разработчик,,,,Москва,2022-12-12T11:48:23+0300
397,Механик по выпуску автотранспорта,60000.0,70000.0,RUR,Екатеринбург,2022-12-12T08:43:26+0300
398,Руководитель группы технической поддержки,80000.0,80000.0,RUR,Санкт-Петербург,2022-12-12T09:23:36+0300
399,Middle С/С++ developer,,,,Москва,2022-12-12T09:59:14+0300
400,Руководитель направления (ЦТР) в Дирекцию по инжинирингу,,,,Санкт-Петербург,2022-12-12T10:14:03+0300
401,Algorithm Developer,,,,Москва,2022-12-12T11:23:24+0300
402,Копирайтер,,,,Ташкент,2022-12-12T07:18:42+0300
403,Сверловщик,40000.0,,RUR,Тамбов,2022-12-12T09:16:31+0300
404,Техник,60000.0,,RUR,Москва,2022-12-12T11:09:18+0300
405,Бизнес-аналитик,,,,Москва,2022-12-12T10:01:45+0300
406,Электромеханик-наладчик,,,,Серпухов,2022-12-12T09:33:33+0300
407,Электромонтер по испытаниям и измерениям 5 разряд,145000.0,,RUR,Иркутск,2022-12-12T08:36:39+0300
408,Аналитик продуктовых направлений,,,,Москва,2022-12-12T11:48:27+0300
409,Сервисный инженер,50000.0,,RUR,Тольятти,2022-12-12T10:22:01+0300
410,UX/UI дизайнер,,,,Тюмень,2022-12-12T08:35:14+0300
411,Руководитель учебного департамента,,,,Москва,2022-12-12T11:45:33+0300
